id,name,genres,type,episodes,status,aired_from,aired_to,duration_per_ep,score,scored_by,rank,rating,studios,producers,image,trailer,synopsis
51535,Attack on Titan: Final Season - The Final Chapters,"Action, Drama, Suspense",TV Special,2.0,Finished Airing,2023-03-04T00:00:00+00:00,2023-11-05T00:00:00+00:00,1 hr 12 min per ep,8.86,465404.0,27.0,R - 17+ (violence & profanity),MAPPA,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises",https://cdn.myanimelist.net/images/anime/1279/131078l.jpg,https://www.youtube.com/watch?v=E7WytLM2KvY,"In the wake of Eren Yeager's cataclysmic actions, his friends and former enemies form an alliance against his genocidal rampage. Though once bitter foes, Armin Arlert, Mikasa Ackerman, and the remaining members of the Scout Regiment join forces with Reiner Braun and the survivors of the Marleyan military. Their meager united front sets out on a mission to stop Eren's wrath and—if possible—save their old comrade in the process.

As Eren pushes forward at any cost, he battles his own internal turmoil. Although he feels immense remorse over his horrific invasion, Eren believes he harbors noble intentions: he believes the path ahead is the only way to save his friends and, to a greater extent, his people.

The opposing battalions spiral toward an inevitable final clash that may claim the lives of millions. Though they face an army of monsters beyond anything they could have previously imagined, Mikasa, Armin, and their allies stand brave in the face of certain doom."
35247,Owarimonogatari Second Season,"Comedy, Mystery, Supernatural",TV Special,7.0,Finished Airing,2017-08-12T00:00:00+00:00,2017-08-13T00:00:00+00:00,22 min per ep,8.86,203657.0,26.0,R - 17+ (violence & profanity),Shaft,"Aniplex, Kodansha",https://cdn.myanimelist.net/images/anime/6/87322l.jpg,https://www.youtube.com/watch?v=7WdyIcDlK2o,"Following an encounter with oddity specialist Izuko Gaen, third-year high school student Koyomi Araragi wakes up in a strange, deserted void only to be greeted by a joyfully familiar face in an alarmingly unfamiliar place.  

Araragi, with the help of his girlfriend Hitagi Senjougahara, maneuvers through the webs of his past and the perplexities of the present in search of answers. However, fate once again delivers him to the eccentric transfer student Ougi Oshino, who brings forth an unexpected proposal that may unearth the very foundation to which he is anchored. As Araragi peels back the layers of mystery surrounding an apparition, he discovers a truth not meant to be revealed."
37987,Violet Evergarden: The Movie,"Award Winning, Drama",Movie,1.0,Finished Airing,2020-09-18T00:00:00+00:00,,2 hr 20 min,8.84,313009.0,28.0,PG-13 - Teens 13 or older,Kyoto Animation,"Shochiku, ABC Animation",https://cdn.myanimelist.net/images/anime/1825/110716l.jpg,https://www.youtube.com/watch?v=NSIzsFOfd8M,"Several years have passed since the end of The Great War. As the radio tower in Leidenschaftlich continues to be built, telephones will soon become more relevant, leading to a decline in demand for ""Auto Memory Dolls."" Even so, Violet Evergarden continues to rise in fame after her constant success with writing letters. However, sometimes the one thing you long for is the one thing that does not appear.

Violet Evergarden Movie follows Violet as she continues to comprehend the concept of emotion and the meaning of love. At the same time, she pursues a glimmer of hope that the man who once told her, ""I love you,"" may still be alive even after the many years that have passed."
40682,Kingdom: Season 3,Action,TV,26.0,Finished Airing,2020-04-06T00:00:00+00:00,2021-10-17T00:00:00+00:00,25 min per ep,8.83,48279.0,30.0,R - 17+ (violence & profanity),"Pierrot, Studio Signpost",Shueisha,https://cdn.myanimelist.net/images/anime/1443/111830l.jpg,https://www.youtube.com/watch?v=CasaH4vvYEw,"Following the successful Sanyou campaign, the Qin army, including 1,000-Man Commander Xin, inches ever closer to fulfilling King Ying Zheng's dream of unifying China. With a major geographical foothold in the state of Wei now under its control, Qin sets its sights eastward toward the remaining warring states.

Meanwhile Li Mu—an unparalleled strategist and the newly appointed prime minister of the state of Zhao—has taken advantage of Zhao's temporary truce with Qin to negotiate with the other states without interruption. Seemingly without warning, Ying Zheng receives news that armies from the states of Chu, Zhao, Wei, Han, Yan, and Qi have crossed into Qin territory. Realizing too late the purpose behind Li Mu's truce with Qin, Zheng quickly gathers his advisors to devise a plan to address the six-state coalition army on their doorstep. For the first time in history, the state of Qin faces complete destruction and must use every resource and strategy at their disposal to prevent themselves from being wiped off the map."
32281,Your Name.,"Award Winning, Drama",Movie,1.0,Finished Airing,2016-08-26T00:00:00+00:00,,1 hr 46 min,8.83,2004194.0,29.0,PG-13 - Teens 13 or older,CoMix Wave Films,"TOHO, Sound Team Don Juan, Lawson HMV Entertainment, Amuse, JR East Marketing & Communications, Kadokawa, voque ting",https://cdn.myanimelist.net/images/anime/5/87048l.jpg,https://www.youtube.com/watch?v=3KR8_igDs1Y,"Mitsuha Miyamizu, a high school girl, yearns to live the life of a boy in the bustling city of Tokyo—a dream that stands in stark contrast to her present life in the countryside. Meanwhile in the city, Taki Tachibana lives a busy life as a high school student while juggling his part-time job and hopes for a future in architecture.

One day, Mitsuha awakens in a room that is not her own and suddenly finds herself living the dream life in Tokyo—but in Taki's body! Elsewhere, Taki finds himself living Mitsuha's life in the humble countryside. In pursuit of an answer to this strange phenomenon, they begin to search for one another.

Kimi no Na wa. revolves around Mitsuha and Taki's actions, which begin to have a dramatic impact on each other's lives, weaving them into a fabric held together by fate and circumstance."
59571,Attack on Titan: The Last Attack,"Action, Drama, Suspense",Movie,1.0,Finished Airing,2024-11-08T00:00:00+00:00,,2 hr 24 min,8.82,16533.0,31.0,R - 17+ (violence & profanity),MAPPA,Pony Canyon,https://cdn.myanimelist.net/images/anime/1379/145452l.jpg,https://www.youtube.com/watch?v=PuE1uRbpkTk,A compilation movie for Shingeki no Kyojin: The Fi
59571,Attack on Titan: The Last Attack,"Action, Drama, Suspense",Movie,1.0,Finished Airing,2024-11-08T00:00:00+00:00,,2 hr 24 min,8.82,16533.0,31.0,R - 17+ (violence & profanity),MAPPA,Pony Canyon,https://cdn.myanimelist.net/images/anime/1379/145452l.jpg,https://www.youtube.com/watch?v=PuE1uRbpkTk,A compilation movie for Shingeki no Kyojin: The Fi
49387,Vinland Saga Season 2,"Action, Adventure, Drama",TV,24.0,Finished Airing,2023-01-10T00:00:00+00:00,2023-06-20T00:00:00+00:00,25 min per ep,8.81,413974.0,32.0,R - 17+ (violence & profanity),MAPPA,"Dentsu, Kodansha, Twin Engine",https://cdn.myanimelist.net/images/anime/1170/124312l.jpg,https://www.youtube.com/watch?v=jBetoIlnDIM,"After his father's death and the destruction of his village at the hands of English raiders, Einar wishes for a peaceful life with his family on their newly rebuilt farms. However, fate has other plans: his village is invaded once again. Einar watches helplessly as the marauding Danes burn his lands and slaughter his family. The invaders capture Einar and take him back to Denmark as a slave. 

Einar clings to his mother's final words to survive. He is purchased by Ketil, a kind slave owner and landlord who promises that Einar can regain his freedom in return for working in the fields. Soon, Einar encounters his new partner in farm cultivation—Thorfinn, a dejected and melancholic slave. As Einar and Thorfinn work together toward their freedom, they are haunted by both sins of the past and the ploys of the present. Yet they carry on, grasping for a glimmer of hope, redemption, and peace in a world that is nothing but unjust and unforgiving."
36838,Gintama. Silver Soul Arc,"Action, Comedy, Sci-Fi",TV,12.0,Finished Airing,2018-01-08T00:00:00+00:00,2018-03-26T00:00:00+00:00,24 min per ep,8.81,111489.0,33.0,PG-13 - Teens 13 or older,Bandai Namco Pictures,"TV Tokyo, Aniplex, Dentsu, Shueisha",https://cdn.myanimelist.net/images/anime/12/89603l.jpg,https://www.youtube.com/watch?v=vcb-D3FlaCg,"After the fierce battle on Rakuyou, the untold past and true goal of the immortal Naraku leader, Utsuro, are finally revealed. By corrupting the Altana reserves of several planets, Utsuro has successfully triggered the intervention of the Tendoshuu’s greatest enemy: the Altana Liberation Army. With Earth as the main battleground in this interplanetary war, Utsuro's master plan to destroy the planet—and himself—is nearly complete. 

An attack on the O-Edo Central Terminal marks the beginning of the final battle to take back the land of the samurai. With the Yorozuya nowhere in sight, the bakufu all but collapsed, and the Shogun missing, the people are left completely helpless as the Liberation Army begins pillaging Edo in the name of freeing them from the Tendoshuu's rule. 

Caught in the crossfire between two equally imposing forces, can Gintoki, Kagura, Shinpachi, and the former students of Shouyou Yoshida put aside their differences and unite their allies to protect what they hold dear?"
55255,Alien Stage,"Drama, Sci-Fi, Suspense",Music,,Currently Airing,2022-09-07T00:00:00+00:00,,3 min,8.79,3060.0,,R - 17+ (violence & profanity),LICO,,https://cdn.myanimelist.net/images/anime/1524/143502l.jpg,,"Humans once lived like Earth was the center of the universe. Some people embraced religion and believed that God would deliver them from suffering. After humanity was enslaved by aliens, no one spoke of God any longer.

Now the grim truth is that humans are mere property of aliens. Recently, entering pet humans into the entertainment industry has become popular, and the biggest, most thrilling spectacle is known as Alien Stage. In this reality singing competition, alien sponsors flaunt their investments, while human contestants must battle to survive. No matter the relationship between opponents—whether it is love, hate, or something more extreme—only one victor can emerge each round."
37510,Mob Psycho 100 II,"Action, Comedy, Supernatural",TV,13.0,Finished Airing,2019-01-07T00:00:00+00:00,2019-04-01T00:00:00+00:00,24 min per ep,8.78,1037760.0,37.0,PG-13 - Teens 13 or older,Bones,"Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan",https://cdn.myanimelist.net/images/anime/1918/96303l.jpg,https://www.youtube.com/watch?v=Pr43Sayk37s,"Shigeo ""Mob"" Kageyama is now maturing and understanding his role as a supernatural psychic that has the power to drastically affect the livelihood of others. He and his mentor Reigen Arataka continue to deal with supernatural requests from clients, whether it be exorcizing evil spirits or tackling urban legends that haunt the citizens.

While the workflow remains the same, Mob isn't just blindly following Reigen around anymore. With all his experiences as a ridiculously strong psychic, Mob's supernatural adventures now have more weight to them. Things take on a serious and darker tone as the dangers Mob and Reigen face are much more tangible and unsettling than ever before."
31758,Kizumonogatari Part 3: Cold-Blooded,"Action, Mystery, Supernatural",Movie,1.0,Finished Airing,2017-01-06T00:00:00+00:00,,1 hr 23 min,8.78,286850.0,36.0,R - 17+ (violence & profanity),Shaft,"Aniplex, Kodansha",https://cdn.myanimelist.net/images/anime/1084/112813l.jpg,https://www.youtube.com/watch?v=4nTLr6Uf9Ug,"After helping revive the legendary vampire Kiss-shot Acerola-orion Heart-under-blade, Koyomi Araragi has become a vampire himself and her servant. Kiss-shot is certain she can turn him back into a human, but only once regaining her full power. 

Araragi has hunted down the three vampire hunters that defeated Kiss-shot and retrieved her limbs to return her to full strength. However, now that Araragi has almost accomplished what he’s been fighting for this whole time, he has to consider if this is what he really wants. Once he revives this powerful immortal vampire, there is no telling what she might do, and there would be no way of stopping her.

But there is more to the story that Araragi doesn’t understand. If a newborn vampire like him could defeat the hunters, how did they overpower Kiss-shot? Can he trust her to turn him back to a human? And how is that even possible in the first place?

Araragi is at his limit but he must come to a decision, and it may not be possible to resolve this situation without doing something he’ll regret…"
